"entablature","wall that rests on top of columns","noun"
"entelechy","perfect realization of ultimate goal or reason for existence","noun"
"enteral","of, pertaining to or within the intestine","adjective"
"enthymeme","rhetorical suppression or omission  of a premise","noun"
"entomology","study of insects","noun"
"entomophilous","adapted for pollination by insects","adjective"
"entropion","inversion of the edge of the eyelid","n."
"enuresis","uncontrollable urination","noun"
"eonism","adoption by a male of female dress and manner","noun"
"epanalepsis","repetition","noun"
"epanorthosis","retraction of statement in order to intensify it","noun"
"epaulet","shoulder-plate of a suit of armour","noun"
"epexegesis","addition of words to make the sense more clear","noun"
"ephemeris","table giving location of celestial body at different specific times","noun"
"ephemeron","creature that lives for only one day","noun"
"ephod","Jewish priestly vestment","noun"
"epicene","having form or characteristics of both sexes","adjective"
"epicrisis","critical appreciation for literature","noun"
"epideictic","done for show or display","adjective"
"epidiascope","instrument for projecting images of objects; magic lantern for projection","noun"
"epigeal","living near or in the ground","adjective"
"epigeous","growing or living on or above the ground","adjective"
"epigone","inferior follower or imitator of a distinguished original","noun"
"epilate","to remove hair from","verb"
"epipastic","dusting powder used in medicine","adjective"
"epiphonema","exclamation, finishing phrase or reflection","noun"
"epiphora","rhetorical repetition of a word at the end of several sentences","noun"
"episcope","instrument for projecting images of opaque objects","noun"
"epistemology","study or theory of the basis of knowledge","noun"
"epistoler","reader of the epistle in Anglican service","noun"
"epistrophe","ending of successive clauses with the same word","noun"
"epithalamion","song or poem composed for weddings","noun"
"epitrachelion","stole of an Orthodox priest or bishop","noun"
"epizeuxis","immediate repetition of a word for emphasis","noun"
"epopee","epic poem; saga","noun"
"epos","epic poem","noun"
"equable","smooth; without wide variations","adjective"
"equative","indicating likeness or identity","adjective"
"equilibrist","tightrope walker","noun"
"equipollent","having equal power or force","adjective"
"ere","before","preposition, conjunction"
"erelong","before long; soon","adverb"
"eremite","hermit; religious recluse","noun"
"eremophyte","plant that lives in desert biome","noun"
"erewhile","until now","adverb"
"ergasia","love of work; workaholism","n."
"ergatocracy","government by the workers or the working class","noun"
"ergograph","instrument for measuring and recording muscular work","noun"
"ergonomics","study of people at work","noun"
"ergophobia","fear of work","noun"
"erinaceous","of or relating to hedgehogs","adjective"
"eristic","of, like or pertaining to controversy or argument","adjective"
"erotetic","engaging in or pertaining to rhetorical questioning","adjective"
"erotology","erotic description in literature","noun"
"erotopathy","pathological sexual desire","n."
"errhine","something which causes sneezing or for nasal ingestion","adjective"
"eruciform","like or resembling a caterpillar","adjective"
"erumpent","bursting out; bursting forth","adjective"
"erythrophobia","fear of red lights or of blushing","noun"
"esbat","meeting of a witches' coven","noun"
"escalade","crossing moat or scaling wall using ladders","noun"
"escapology","study of freeing oneself from constraints","noun"
"escharotic","caustic","adjective"
"eschatology","study of death or final matters; a doctrine of the afterlife","noun"
"escheatment","forfeiture of property to state for lack of heir","noun"
"escritoire","writing-desk","noun"
"escutcheon","part of ship's stern where name is displayed","noun"
"esemplastic","unifying; moulding diverse ideas into one","adjective"
"esker","ridge of sandy soil","noun"
"espalier","lattice on which trees are trained across","noun"
"essive","indicating a temporary state of being","adjective"
"estafette","military courier or express","noun"
"estampie","vigorous rhythmic Provençal stamping dance","noun"
"estival","of, like or pertaining to summer","adjective"
"estrade","low platform or dais","noun"
"estreat","to consult court records in order to enable prosecution","noun"
"esurient","hungry; greedy; starving","adjective"
"eth","old English letter for voiced 'th' sound","noun"
"ethmoid","of or like a sieve","adjective"
"ethnography","written description of societies and cultures","noun"
"ethnomethodology","study of everyday communication","noun"
"ethnonym","name for an ethnic group","noun"
"ethology","study of natural or biological character","noun"
"etiology","the science of causes; especially of disease","noun"
"etymology","study of origins of words","noun"
"eudiometer","instrument for measuring air purity","noun"
"eulachon","small fish of northwestern North America","noun"
"eupeptic","of, like or pertaining to good digestion; cheerful","adjective"
"eupraxia","correct or orthodox action","n."
"euripus","arm of the sea with strong currents","noun"
"euthenics","science concerned with improving living conditions","noun"
"evanescent","tending to vanish like vapour","adjective"
"evection","attraction of the moon to the sun causing change in its orbit","noun"
"eversion","turning inside out or outwards","noun"
"exanimate","lifeless; spiritless; depressed","adjective"
"exarch","viceroy; rank below patriarch in Eastern church","noun"
"exclave","part of a country surrounded by foreign soil","noun"
"excoriate","censure severely; strip the hide off of","verb"
"exeat","formal leave of absence; permission to be absent","noun"
"execrate","to denounce or place under a curse","verb"
"exedra","semicircular bench beside episcopal throne; outdoor bench or recess","noun"
"exemplum","short story or anecdote with a moral","noun"
"exequy","funeral rites; funeral procession","noun"
"exigible","liable to be exacted","adjective"
"existentialism","doctrine of individual human responsibility in an unfathomable universe","noun"
"exocentric","of a linguistic compound, having a different grammatical function than its parts","adjective"
"exodontia","extraction of teeth","n."
"exogenous","having an external origin","adjective"
"exopathic","due to external forces or causes","adjective"
"exorable","capable of being moved or influenced","adjective"
"exotropia","outward squint","noun"
"expeditate","to deprive of the ball of the foot or the claws","verb"
"experientialism","doctrine that knowledge comes from experience","noun"
"expiscate","to find out by strict examination","verb"
"exponible","able to be explained","adjective"
"exsect","to cut out","verb"
"exsiccate","to dry up","verb"
"exstrophy","turning an organ inside out","noun"
"extensometer","instrument for measuring deformation in object due to forces applied","noun"
"extravasate","to let out of the proper vessels; to flow out","verb"
"extrospection","examination of matters external to oneself","noun"
"exuviate","to cast off or shed","verb"
"eyelet","small hole in fabric to allow passage of a cord; cotton fabric with small holes","noun"
"eyewash","humbug; something done merely for effect","noun"
"eyot","small island in a lake or river","noun"
"facetiae","term for books of inappropriate or lewd nature","plural noun"
"factitious","produced by humans or artificial forces","adjective"
"factive","indicating causation","adjective"
"factualism","theory that facts alone can be used to draw moral conclusions","noun"
"facula","unusually bright spot on sun's surface","noun"
"faience","glazed coloured earthware","noun"
"fain","happy; inclined; pleased","adverb"
"fairlead","ring through which rope is led to change its direction without friction","noun"
"falciform","shaped like a sickle","adjective"
"falconine","of, like or pertaining to falcons or hawks","adjective"
"faldstool","desk from which the Litany is read at church service","noun"
"fandango","lively Spanish dance performed by a couple","noun"
"fane","temple","noun"
"fanfaronade","grandiose trumpet blast","noun"
"fanion","small flag used in surveying","noun"
"fantasticate","to fantasize over something","verb"
"fantod","a state of irritability or tension; an emotional fit","noun"
"farinaceous","mealy; consisting of cereals","adjective"
"farouche","wild; unpolished","adjective"
"farrago","confused mass of objects or people; disordered mixture","noun"
"farruca","Spanish gypsy dance with sudden tempo and mood changes","noun"
"fascia","board over a shop-front","noun"
"fascine","bundle of brushwood used to fill ditches","noun"
"fastigiate","pointed; conical","adjective"
"fastuous","haughty; ostentatious","adjective"
"fauld","horizontal plates of armor below the breastplate","noun"
"favela","slum area","noun"
"febricity","feverishness","noun"
"fecalith","stony heap or mass of feces","n."
"feculent","covered with filth; filthy","adjective"
"fell","barren or rocky hill or moor","verb"
"femicide","killing of a woman","noun"
"feria","weekday of a church calendar on which no holiday falls","noun"
"ferity","state of savagery or barbarism","noun"
"ferrule","band on the end of a stick for reinforcing it","noun"
"fescennine","marked by the use of vulgarity or obscene language","adjective"
"fetial","heraldic; ambassadorial","adjective"
"fetlock","tuft of hair immediately above horse's hoof","noun"
"feuilleton","critical article at the bottom of a newspaper page","noun"
"fiberscope","instrument using fiberoptics to examine inaccessible areas","noun"
"fibrilliform","shaped like a small fibre","adjective"
"fid","conical wooden pin used to splice strands of rope","noun"
"fiddle-faddle","trifling talk","noun"
"fie","expression of disgust or disapproval","interjection"
"figuline","of, like or pertaining to earthenware","adjective"
"figuration","the act of giving figure or form","noun"
"filaceous","composed of threads","adjective"
"filature","drawing out of threads","noun"
"filibeg","kilt","noun"
"filiform","shaped like a thread","adjective"
"filose","threadlike; having a threadlike end","adjective"
"fimbriate","fringed; having a narrow border","adjective"
"fimicolous","living in dung","adjective"
"finical","excessively precise in trivial matters","adjective"
"fipple","plug in the mouthpiece of a wind instrument","noun"
"firkin","small keg","noun"
"fissiparous","tending to break up into parts","adjective"
"fistula","long narrow passage or duct","noun"
"fitch","brush made from hair of polecat","noun"
"fixity","fixed state; stability; permanence","noun"
"flacon","scent-bottle","noun"
"flagstaff","flag pole at stern of a ship","noun"
"flambeau","flaming torch","noun"
"flânerie","idling; strolling about aimlessly","noun"
"flapdoodle","gross flattery; nonsense","noun"
"flavescent","yellowish or turning yellow","adjective"
"flèche","narrow wooden spire on church roof","noun"
"flimflam","nonsense; trickery","noun"
"flivver","cheap car or airplane","noun"
"floccose","woolly","adjective"
"floriferous","bearing flowers","adjective"
"florilegium","anthology of writings, especially of church fathers","noun"
"floruit","dates of a person's birth and death","noun"
"flowmeter","instrument for measuring properties of flowing liquids","noun"
"fluorimeter","instrument for measuring fluorescence","noun"
"fluoroscope","instrument using x-rays to examine internal structure of opaque object","noun"
"foehn","dry wind that blows down from mountaintops","noun"
"foin","to thrust with a sword or spear","noun"
"foison","plenty; plentiful yield","noun"
"foliate","to cover with leaf metal; to number the leaves of","adjective"
"folkloristics","study of folklore and fables","noun"
"footle","to waste time; to act foolishly","verb"
"foraminate","to pierce","adjective"
"forby","past; near","preposition, adverb"
"forecastle","short raised deck at fore end of ship; fore of ship under main deck","noun"
"forefoot","foremost end of ship's keel","noun"
"foremast","mast nearest the bow of a ship","noun"
"foresail","lowest sail set on the foremast of square-rigged ship","noun"
"forestay","stay leading from the foremast to the bow of a ship","noun"
"forfend","to ward off or avert","verb"
"forficate","forked; like scissors","adjective"
"formant","anything that limits, determines or defines","noun"
"formic","of, like or pertaining to ants","adjective"
"formication","sensation like ants crawling on the skin","noun"
"forsooth","in truth; indeed","adverb"
"fortalice","fortress; small outwork of a fortification","noun"
"forwhy","for what reason; why","adverb"
"fossa","carnivorous mongoose-like mammal of Madagascar","noun"
"fossarian","clergyman moonlighting as a gravedigger","noun"
"fossiliferous","bearing fossils","adjective"
"fossorial","adapted for digging","adjective"
"foudroyant","thundering; dazzling","adjective"
"foulard","soft lightweight plain-woven or twilled silk fabric","noun"
"foumart","polecat","noun"
"fourgon","baggage-wagon","noun"
"fouter","to mess about with aimlessly","noun"
"foveate","pitted","adjective"
"frankalmoign","land tenure requiring religious obligations on part of tenant","noun"
"frap","to draw a sail tight with ropes or cables","verb"
"freeboard","distance between waterline and main deck of a ship","noun"
"friary","a fraternity or group of friars","noun"
"fricandeau","thick slice of veal or similar meat","noun"
"frigorific","causing cold; freezing","adjective"
"frisson","shiver; shudder; thrill","noun"
"frit","material from which glass is made","noun"
"frogmarch","to carry an uncooperative drunkard or prisoner","verb"
"frondescence","the formation of leaves","noun"
"frondose","having or like leaves","adjective"
"frontal","armour for the front of a horse's head","adjective"
"frostwork","delicate figures and patterns in which frost forms on surfaces","noun"
"froward","turned away; self-willed; unreasonable; perverse; adverse","adjective"
"fructiferous","bearing fruit","adjective"
"fructuous","fruitful","adjective"
"frugivorous","eating fruit","adjective"
"fruticose","shrubby","adjective"
"fucivorous","eating seaweed","adjective"
"fugacious","inclined to run away or flee","adjective"
"fulgurate","to flash like lightning","verb"
"fuliginous","sooty; dusky","adjective"
"fulminate","express loudly; explode violently","verb"
"fulsome","nauseatingly affectionate, admiring or praiseful","adjective"
"fumage","hearth-tax","noun"
"fumatorium","a place for smoking","noun"
"fundiform","shaped like a sling","adjective"
"fungible","interchangeable","adjective"
"fungous","of or like fungus; soft; spongy","adjective"
"furcate","forked","adjective"
"furfuraceous","branny; scaly","adjective"
"fusain","fine charcoal used in drawing","noun"
"fusee","spindle in a watch on which the chain is wound","noun"
"fustian","pretentious writing or speech; inflated or nonsensical language","noun"
"gabardine","closely woven cotton or wool twill ","noun"
"gabble","to chatter or talk inarticulately","verb"
"gabelle","a salt tax","noun"
"gadroon","embossed decoration or fluting on silverware","noun"
"galactoid","like or resembling milk; milky","adjective"
"galago","woolly long-tailed nocturnal lemur (bush baby)","noun"
"galbanum","nonsense; a kind of gum resin","noun"
"galère","group of undesirable people; unpleasant situation","noun"
"galilee","porch in front of church","noun"
"gallet","to fill in mortar joints with small pebbles","noun"
"galliard","sprightly Renaissance and Baroque dance","noun"
"gallimaufry","a mixture of different things; hodge-podge","noun"
"gallipot","small medicine jar","noun"
"galop","lively double-time dance","noun"
"galvanoscope","instrument for detecting presence and direction of electric current","noun"
"gambeson","ancient leather or quilted coat worn as armour","noun"
"gambrel","horse's hock","noun"
"gamic","sexual; sexually produced","adjective"
"gamin","street urchin; precocious imp","noun"
"gamma","unit of magnetic flux density equal to one nanotesla","noun"
"gamogenesis","sexual reproduction","noun"
"gangue","worthless rock in which valuable metals occur","noun"
"ganister","flint-like rock used to surface roads","noun"
"ganoid","having shiny smooth scales","adjective"
"gantline","rope used in single-block hoist","noun"
"gaposis","gap in a row of buttons or snaps","noun"
"garboard","plank on a ship's bottom next to the keel","noun"
"garnetiferous","bearing garnets","adjective"
"gasconade","to brag or boast","noun"
"gasiform","of the form or shape of gas","adjective"
"gastrology","good eating; cookery","noun"
"gastronomy","study of fine dining","noun"
"gastropod","mollusks including snails; slugs; whelks","noun"
"gatefold","oversized page in a book","noun"
"gaud","trick or practical joke","noun"
"gauffer","to make pleats or ripples in material","noun"
"gault","heavy clay used for bricks","noun"
"gauntlet","armoured glove","noun"
"gauss","unit of magnetic flux density equal to 1/10000 tesla","noun"
"gavelkind","land inheritance by all sons in equal portion","noun"
"gazar","silk organza fabric","noun"
"gegenschein","glow of zodiacal light seen opposite the sun","noun"
"geitonogamy","pollination of a flower by another flower on the same plant","noun"
"gelation","solidification by cooling","noun"
"gemination","doubling of a consonant sound; in rhetoric, repetition of a word or phrase","noun"
"gemma","bud from which a new plant can grow","noun"
"gemmation","budding","noun"
"gemmiferous","bearing gems","adjective"
"gemsbok","large South African antelope","noun"
"genesic","of, like or pertaining to procreation or the genitals","adjective"
"genet","spotted long-tailed carnivorous mammal like the civet","noun"
"genethlialogy","the art of casting horoscopes","noun"
"geniculate","bent like a knee; jointed","adjective"
"genitive","indicating possession, origin or relation","adjective"
"genophobia","fear of sex","noun"
"geocarpy","the production or ripening of fruit underground","noun"
"geochemistry","study of chemistry of the earth's crust","noun"
"geofact","rock chipped naturally that looks like an artifact","noun"
"geomancy","divination by casting earth onto a surface","noun"
"geophagy","practice of feeding on soil; dirt-eating","noun"
"geophone","device for detecting sound waves underground","noun"
"geoponic","agricultural","adjective"
"geostrophic","of, like or pertaining to deflection due to effects of Earth's rotation","adjective"
"gerent","one that rules or manages","noun"
"german","of one's parents' siblings","adjective"
"germicide","substance that kills germs","noun"
"geromorphism","appearing to be older than one's actual age","n."
"gesso","plaster of Paris used in painting","noun"
"gestic","of, like or pertaining to gestures","adjective"
"gewgaw","toy; trifling object; bauble","noun"
"gharry","box-like Middle Eastern horse-drawn cab","noun"
"giaour","one who does not follow the Islamic faith; unbeliever","noun"
"gibbet","gallows","noun"
"gibus","hat worn to the opera","noun"
"gig","light two-wheeled one-horse carriage","noun"
"gigot","leg of mutton","noun"
"gilbert","unit of magnetomotive force","noun"
"gimcrack","trick; trivial mechanism","noun"
"gingham","striped cotton cloth","noun"
"ginnel","narrow alley between high buildings","noun"
"girandole","branched chandelier or similar structure","noun"
"glabrous","hairless; smooth","adjective"
"glacis","a gentle slope in fortification","noun"
"glair","egg white used as medium for binding paint","noun"
"glaucous","sea-green; greyish-blue","adjective"
"glebe","sod; the soil","noun"
"gleed","hot coal; burning ember","noun"
"gleet","mucus discharge from the urethra","noun"
"glissade","moving on snow without skis","noun"
"globuliferous","bearing globules","adjective"
"glockenspiel","small bells or bars struck by hammer or keyed levers","noun"
"glossa","the tongue","noun"
"glossography","writing of glossaries; written description of a language","noun"
"glossology","study of language; study of the tongue","noun"
"gluconeogenesis","production of glucose from non-carbohydrates","noun"
"glutinous","gluey; sticky","adjective"
"glycogenesis","production of glycogen","noun"
"glyptography","the art of engraving on gems","noun"
"gnathonic","flattering","adjective"
"gnomic","signifying general truth; pertaining to aphorisms or proverbs","adjective"
"gnomon","upright rod of a sundial","noun"
"goa","Tibetan gazelle with backward-curving horns","noun"
"goatish","lustful; foolish","adjective"
"godet","triangular piece of cloth inserted in a skirt","noun"
"goitrous","affected by or pertaining to goitre","adjective"
"goliard","wandering student","noun"
"gomphosis","growth of teeth into the bone cavity","noun"
"gonfalon","ensign with streamers hung from a horizontal bar","noun"
"goniometer","instrument for measuring angles between faces","noun"
"gorget","piece of armour for the throat","noun"
"gorgonize","to turn into stone; to paralyze with one's gaze","verb"
"gormless","dull or unintelligent","adjective"
"gouache","opaque watercolour paint","noun"
"grabble","search with the hand; grope","verb"
"gradiometer","instrument for measuring gradient of a physical quantity","noun"
"gradualism","belief that things proceed by degrees","noun"
"gramary","magic; enchantment","noun"
"gramineous","of, like or pertaining to grass; grassy","adjective"
"graminology","study of grasses","noun"
"grammatology","study of systems of writing","noun"
"grandiloquent","bombastic","adjective"
"granivorous","feeding on seeds","adjective"
"grapheme","a letter of the alphabet","noun"
"graphology","study of handwriting","noun"
"grapnel","small anchor used for dragging or grappling","noun"
"gratis","without charge; for free","adverb"
"graupel","frozen rain or snowflakes","noun"
"graveolent","rank-smelling; fetid","adjective"
"grayling","silver-grey freshwater fish","noun"
"greaves","tallow waste","noun"
"gregal","of, like or pertaining to a flock","noun"
"greige","of a grey-beige colour","noun"
"grenadine","thin silk","noun"
"grille","bars of the visor of a helmet","noun"
"grisaille","style of painting in grey tints","noun"
"grison","weasel-like tropical American gray and black carnivore","noun"
"grosgrain","heavy close-woven corded silk","noun"
"groundage","a charge on a ship in port","noun"
"groupuscule","small clique or faction","noun"
"grum","morose; surly","adjective"
"grysbok","small speckled south African antelope","noun"
"guardant","of a heraldic animal turned to side with head facing the viewer","adjective"
"guayabera","lightweight short-sleeved loose-fitting shirt","noun"
"gudgeon","metal socket into which the pintle of a boat's rudder fits","noun"
"guenon","small, slender bearded African monkey","noun"
"guereza","black and white Ethiopian tufted monkey","noun"
"guérite","chair with raised back forming a hood","noun"
"guichet","ticket window or similar small opening","noun"
"guillemot","narrow-billed Atlantic auk","noun"
"guimpe","wide cloth covering neck and shoulders worn by nuns","noun"
"guiro","serrated gourd scraped with stick to produce music","noun"
"gulosity","gluttony; greed","noun"
"gundi","desert-dwelling small rodent of northern Africa with bristles on feet","noun"
"gunwale","upper edge of the side of a ship","noun"
"gurgitation","surging","noun"
"guttatim","drop by drop","adverb"
"gybe","to swing a sail from one side to another","verb"
"gymnasiarch","the head of a gymnasium","noun"
"gymnasiast","a pupil in a gymnasium","noun"
"gynaecocracy","government by women; gynarchy","noun"
"gynarchy","government by women","noun"
"gynocracy","government by women; gynarchy","noun"
"gypsiferous","bearing gypsum","adjective"
"gyrose","having a folded surface; marked with wavy lines","adjective"
"gyrovague","monk who travels from place to place","noun"
"gyve","to fetter; to shackle","noun"
"habergeon","sleeveless mail coat","noun"
"habiliment","attire","noun"
"hachure","shading or lines showing a slope on a map","noun"
"hackney","four-wheeled two-horse carriage","noun"
"haemal","of, like or pertaining to blood","adjective"
"haematogenesis","production of blood","noun"
"hagiarchy","government by saints or holy persons","noun"
"hagiography","writing of the lives of saints","noun"
"hagiology","study of saints","noun"
"hagioscope","opening in wall to enable viewing of altar","noun"
"halation","blurring in a photograph due to light reflection","noun"
"hallux","big toe","noun"
"halyard","rope or tackle for hoisting and lowering sails","noun"
"hamartia","flaw in a character leading to his downfall","noun"
"hamate","hooked","adjective"
"hambo","Swedish folk dance in three-four time","noun"
"hamular","like a small hook","adjective"
"hamulus","a small hook or hook-like process","noun"
"handspike","bar used as a lever","noun"
"hansom","light two-wheeled cab","noun"
"haplology","omission of a doubled or similar sound or syllable in a word","noun"
"haptometer","instrument measuring sensitivity to touch","noun"
"harl","barb of feather used to make artificial fishing fly","verb"
"harrier","medium-sized scenting dog for hunting hares","noun"
"hastate","spear-shaped","adjective"
"hauberk","long chain mail coat","noun"
"hauteur","haughtiness; arrogance","noun"
"haver","foolish nonsense","verb"
"hawse","distance between ship's bow and its anchor","noun"
"hawser","large rope for mooring or towing a ship","noun"
"headland","cape; point; promontory","noun"
"headstock","device for supporting end or head of a member","noun"
"heaume","massive helmet covering head and shoulders","noun"
"hebephrenia","form of dementia occurring at puberty","noun"
"hebetic","of, like or pertaining to puberty","adjective"
"hedera","ivy-leaf sign used to separate paragraphs","noun"
"hedonics","part of ethics or psychology dealing with pleasure","noun"
"heeler","a worker for a local politician or political party","noun"
"heliac","solar; coincident with that of the sun","adjective"
"helicoid","screw-shaped; like a coil","adjective"
"heliotaxis","response of an organism to the sun's rays","noun"
"heliotropism","movement of plants towards sunlight","noun"
"hellbender","large flat North American aquatic salamander","noun"
"hellkite","kite of infernal breed; extremely cruel person","noun"
"helminth","worm","noun"
"helminthoid","worm-shaped","adjective"
"helotry","class of slaves","noun"
"hemacytometer","instrument for counting blood cells","noun"
"hemianopsia","blindness in one eye","noun"
"hent","to grasp; to seize","verb"
"hepatic","of, like or pertaining to or acting upon the liver","adjective"
"hepatoscopy","divination by examining animal livers","noun"
"heptamerous","having parts in sevens","adjective"
"herdic","low-hung carriage with back entrance","noun"
"heresiarch","leader of a heretical movement","noun"
"heresiology","study of heresies","noun"
"heretofore","until now","adverb"
"heriot","payment to feudal lord upon death of tenant farmer","noun"
"hermeneutic","of, like or pertaining to the interpretation of passages","adjective"
"herpetic","creeping","adjective"
"herpetology","study of reptiles and amphibians","noun"
"herringbone","twilled fabric woven in rows of parallel sloping lines","noun"
"heterarchy","government by a foreign ruler","noun"
"heterochrony","divergence from normal time sequence","noun"
"heteroecious","parasitism upon several hosts","adjective"
"heterogenesis","spontaneous or alternate generation","noun"
"heterology","differences due to different origin","noun"
"heteronym","word having same spelling but different sound and meaning","noun"
"heterosis","use of one form of a noun or pronoun in place of another for rhetorical effect","noun"
"heterotrichosis","having hair of varied or mixed colours","n."
"heuristic","helping to discover by trial and error","adjective"
"hexaemeron","period of six days of creation","noun"
"hibernaculum","winter retreat","noun"
"hierodule","temple slave","noun"
"hierology","science of sacred matters","noun"
"hierophant","one who shows or reveals sacred things","noun"
"highbinder","a scheming or corrupt politician","noun"
"hipped","melancholy; peevish; offended","adjective"
"hippocras","medieval hot spiced wine","noun"
"hippophagy","feeding on horses","noun"
"hirudinean","of, like or pertaining to leeches","noun"
"hispid","rough with or covered with strong hairs or bristles","adjective"
"histogenesis","the formation or differentiation of tissues","noun"
"histopathology","study of changes in tissue due to disease","noun"
"historiography","study of writing history","noun"
"histrionic","of, like or pertaining to the stage or actors","adjective"
"hithermost","nearest on this side","adjective"
"hoary","pale silver-grey colour; grey with age","adjective"
"hobnail","thick and strong nail for shoeing horses","noun"
"hodden","coarse undyed woollen cloth","noun"
"hoggin","sifted gravel","noun"
"hogshead","unit of capacity equal to 63 gallons","noun"
"holography","process of producing holographic images","noun"
"holt","woody hill or grove","noun"
"homichlophobia","fear of fog","noun"
"homiletics","the art of preaching","noun"
"homologate","to confirm; to agree; to ratify","verb"
"homonym","words having the same sound but different meanings","noun"
"homophile","one who prefers the company of the same sex; a homosexual","noun"
"homophyly","resemblance due to common ancestry","noun"
"hoplology","the study of weapons","noun"
"hopple","to restrain by tying the feet together","verb"
"hora","circle dance","noun"
"horary","of, like or pertaining to an hour; continuing for an hour; hourly","adjective"
"hornbook","rudimentary treatise","noun"
"hornpipe","lively British folk dance","noun"
"horology","science of time measurement","noun"
"horrent","bristling","adjective"
"horripilation","process causing goose-bumps","noun"
"hortatory","giving exhortation or advice","adjective"
"housel","the eucharist; the act of taking the eucharist","noun"
"howdah","seat with a canopy erected on an elephant's back","noun"
"hoyden","tomboy","noun"
"huemul","yellow-brown South American deer","noun"
"humanitarianism","doctrine that the highest moral obligation is to improve human welfare","noun"
"hummock","pile or ridge of ice","noun"
"hyacinthine","of a blue or purple colour","adjective"
"hyalography","engraving upon glass","noun"
"hydragogue","removing water or serum","adjective"
"hydric","of, like or pertaining to an abundance of moisture","adjective"
"hydrobiology","study of aquatic organisms","noun"
"hydrokinetics","study of motion of fluids","noun"
"hydromancy","divination using water","noun"
"hydrometeorology","study of atmospheric moisture","noun"
"hydropathy","study of treating diseases with water","noun"
"hydrophilous","loving or preferring water","adjective"
"hydropic","dropsical; thirsty","adjective"
"hydrotaxis","movement towards or away from water","noun"
"hyetal","rainy; of, like or pertaining to rainfall","adjective"
"hyetology","science of rainfall","noun"
"hygrograph","instrument for recording variations in atmospheric humidity","noun"
"hygrometer","instrument for measuring air moisture","noun"
"hygrophilous","preferring or living where there is an abundance of moisture","adjective"
"hygrostat","machine for regulating humidity of air","noun"
"hylomorphism","belief that matter is cause of the universe","noun"
"hylophagous","eating wood","adjective"
"hymeneal","of, like or pertaining to marriage","adjective"
"hyoid","having a ","adjective"
"hypaethral","roofless; open to the sky","adjective"
"hypallage","figure in which relations between words are changed","noun"
"hyperacusis","abnormally good sense of hearing","n."
"hyperbole","impression by extravagant exaggeration","noun"
"hyperemesis","excessive vomiting","n."
"hyperhidrosis","excessive sweating","noun"
"hypermetropia","long-sightedness","noun"
"hyperphagia","eating too much","noun"
"hypnagogic","sleep-inducing; pertaining to drowsiness or sleep","adjective"
"hypnology","study of sleep; study of hypnosis","noun"
"hypocorism","pet-name; diminutive or abbreviated name","noun"
"hypogeal","underground","adjective"
"hypogeum","underground chamber","noun"
"hypolimnion","colder and deeper layer of water in a lake","noun"
"hyponym","term which is a member of a larger class","noun"
"hypotaxis","dependent construction","noun"
"hypothecate","to mortgage; to place as security","verb"
"hypotyposis","vivid description of a scene","noun"
"hypsography","science of measuring heights","noun"
"hyrax","shrew","noun"
"hysteresis","lagging of an effect behind its cause","noun"
"hysteroid","like or resembling a womb","adjective"
"hysteron proteron","in rhetoric, putting first what normally comes last","noun"
"iambus","poetic foot consisting of short then a long syllable","noun"
"iatrogenic","induced inadvertently by medical treatment","adjective"
"iberis","low-growing flowering shrubby herb","noun"
"ibidem","in the same place","adverb"
"ibis","large stork-like bird; a pale apricot colour","noun"
"iceblink","glare in the sky caused by light reflected off ice","noun"
"ichneumon","small mongoose-like carnivorous quadruped","noun"
"ichnology","science of fossilized footprints","noun"
"ichthyotoxism","poisoning from fish venom","n."
"iconology","study of icons; symbols","noun"
"iconomatic","using pictures to represent sounds of words; rebus-writing","adjective"
"iconostasis","screen or partition in Eastern churches with tiers of icons","noun"
"icosahedron","solid with twenty plane faces","noun"
"icteroid","resembling jaundice","adjective"
"idealism","doctrine that reality is ultimately mental","noun"
"ideogram","symbol that stands for a concept rather than a word","noun"
"idiochromatic","having unique or distinctive coloration","adjective"
"idioglossia","private language developed between children","noun"
"idiomorphic","having a unique or distinct form","adjective"
"idiophone","percussion instrument made of naturally resonant material","noun"
"idoneous","suitable; appropriate","adjective"
"iguana","large tropical New World lizard","noun"
"illation","the act of inferring from premises","noun"
"illaudable","not praiseworthy","adjective"
"illude","to trick","verb"
"illusionism","belief that the external world is philosophy","noun"
"illuvium","material dissolved in water and deposited in layers","noun"
"imago","idealized mental image of a person","noun"
"imbroglio","confusing or disturbing situation; confused mass or heap","noun"
"imbrute","to degrade to the state of a brute","verb"
"immanentism","belief in an immanent or permanent god","noun"
"immaterialism","the doctrine that there is no material substance","noun"
"immerge","to immerse; to dip into water","verb"
"immoralism","rejection of morality","noun"
"immunifacient","causing immunity","adjective"
"immunogenic","producing an immune response","adjective"
"immure","to imprison; to shut in","verb"
"imparlance","delay in pleading for amicable adjustment","noun"
"impedimenta","things that impede; baggage","plural noun"
"impennate","featherless; wingless","adjective"
"impetrate","to obtain by entreaty, request or prayer","verb"
"importune","to press or urge with repeated requests","verb"
"imprecate","to call down by prayer; to curse; to invoke evil on","verb"
"imprest","a loan or advance of money","noun"
"imprimis","in the first place","adverb"
"impropriate","to appropriate for private use","verb"
"impudicity","shamelessness","noun"
"imputation","attribution of fault to","noun"
"inboard","inside the line of a ship's bulwarks or hull","adjective"
"incarnadine","carnation-coloured; blood-red","adjective"
